,user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety,sentiment
564,@vossroger,Portugal,Perescuma 2015 Orquestra Red (Alentejano),"With pictures of violinists, this is obviously a musician's wine. The wine is soft, full of red berry fruits, and attractive bursts of acidity. Drink this crisp wine from 2017.",Orquestra,86,10.0,Alentejano,,,Perescuma,Portuguese Red,"Sentiment(polarity=0.25, subjectivity=0.4694444444444444)"
565,@vboone,US,Lynmar 2014 Old Vines Chardonnay (Russian River Valley),"This is a decidedly beautiful wine, a carefully crafted offering of Tahitian vanilla bean, caramelized apple and juicy peach that is integrated and buoyant in acidity. It continues to open and shine in the glass, getting better as it travels along the palate, with a lush finish of preserved lemon that just sings.",Old Vines,95,70.0,California,Russian River Valley,Sonoma,Lynmar,Chardonnay,"Sentiment(polarity=0.27, subjectivity=0.6599999999999999)"
566,@vossroger,France,Pelvillain Frères 2014 Gariottin Sélection Malbec (Cahors),There is no sign of the tannic punch of Malbec in this wine. Instead the texture is soft and open with just enough tannins to give shape to the delicious black currant fruitiness. The wine is ready for a glass now.,Gariottin Sélection,85,16.0,Southwest France,Cahors,,Pelvillain Frères,Malbec,"Sentiment(polarity=0.1888888888888889, subjectivity=0.5472222222222222)"
567,@wawinereport,US,Coeur d'Alene 2013 Reflection Chardonnay (Washington),"This is a lightly aromatic wine with notes of peach, pear and apricot along with a floral top note. It's pleasant and easy-drinking, with sweet fruit flavors softening its descent.",Reflection,87,26.0,Washington,Washington,Washington Other,Coeur d'Alene,Chardonnay,"Sentiment(polarity=0.49583333333333335, subjectivity=0.7041666666666666)"
568,@vboone,US,Ty Caton 2016 Sauvignon Blanc (Sonoma Valley),"Tart, tangy lemon flavor meets green apple and quince in this lush, oaky wine. Its texture is robust.",,85,26.0,California,Sonoma Valley,Sonoma,Ty Caton,Sauvignon Blanc,"Sentiment(polarity=-0.05, subjectivity=0.3)"
569,,US,San Simeon 2006 Syrah (Monterey),"Very soft and simple, with candied flavors of blackberries, cocoa, spices and oak. Perfectly fine for drinking now.",,84,24.0,California,Monterey,Central Coast,San Simeon,Syrah,"Sentiment(polarity=0.1822222222222222, subjectivity=0.43738095238095237)"
570,@vboone,US,There Wines 2011 Pamela's Vineyard Chardonnay (Mendocino County),"A rich, oaky style of Chardonnay that spent five months sur lie in neutral French oak. The wine has a soft, mildly sour taste and lurking wet stone notes.",Pamela's Vineyard,84,28.0,California,Mendocino County,,There Wines,Chardonnay,"Sentiment(polarity=0.02083333333333333, subjectivity=0.2833333333333334)"
571,@vossroger,France,Château Violette 2009  Pomerol,"Very opulent in style, this wine is ripe, full bodied and typical of 2009. It is rich and rounded, melding new wood tones and sweet black fruits into a delicious, age-worthy selection.",,92,,Bordeaux,Pomerol,,Château Violette,Bordeaux-style Red Blend,"Sentiment(polarity=0.2597537878787879, subjectivity=0.5797348484848485)"
572,@vossroger,France,Mailly Grand Cru NV Blanc de Noirs Brut Pinot Noir (Champagne),"A full-bodied wine made from Pinot Noir, this has richness and weight, accentuated by green-plum and lime flavors, but also an intense acidity. There's a great depth of fruit and flavor, making this a food Champagne par excellence.",Blanc de Noirs Brut,91,,Champagne,Champagne,,Mailly Grand Cru,Pinot Noir,"Sentiment(polarity=0.3, subjectivity=0.7833333333333333)"
573,@wineschach,Chile,Lomas del Valle 2016 Coastal Cool Climate Wine Single Vineyard Sauvignon Blanc (Casablanca Valley),"Lime and green-apple aromas are tight and stony. Bright, juicy and chiseled on the palate, this tastes of wet stones, lime and bell pepper. Citrusy residual flavors along with a note of bitter citrus pith make for an honest finish.",Coastal Cool Climate Wine Single Vineyard,89,19.0,Casablanca Valley,,,Lomas del Valle,Sauvignon Blanc,"Sentiment(polarity=0.1842857142857143, subjectivity=0.5771428571428572)"
574,@JoeCz,Germany,Clusserath-Weiler 2007 Mehringer Zellerberg Alte Reben Riesling (Mosel-Saar-Ruwer),"From 40–70-year-old vines planted on red slate, this is a deeply mineral, almost earthy Riesling, loaded with smoke, diesel and slate aromas and just tinged with apple and citrus. The mouthfeel is slightly creamy, the flavors almost totally dry, the finish finely balanced.",Mehringer Zellerberg Alte Reben,90,42.0,Mosel-Saar-Ruwer,,,Clusserath-Weiler,Riesling,"Sentiment(polarity=0.036666666666666674, subjectivity=0.3333333333333333)"
575,@JoeCz,Australia,Giant Steps 2012 Applejack Vineyard Pinot Noir (Yarra Valley),"Smoky and herbal upfront, this is a light-bodied wine with silky-soft tannins. The flavors are on the savory side, ranging from hickory smoke and hung game to dried mint and thyme. Worth trying with roasted or braised lamb.",Applejack Vineyard,87,42.0,Victoria,Yarra Valley,,Giant Steps,Pinot Noir,"Sentiment(polarity=-0.10000000000000003, subjectivity=0.3666666666666667)"
576,@vboone,US,Black Kite 2013 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),"From the producer best known for its own Anderson Valley estate wines, this Pinot is varietally rustic in pine needle, dark, baked plum and smoky oak, the oak stylistically reminiscent of many of its other wines. Mellowed acidity complements the burliness and ripeness of the fruit before a lengthy, Asian-spiced finish.",Gap's Crown Vineyard,91,60.0,California,Sonoma Coast,Sonoma,Black Kite,Pinot Noir,"Sentiment(polarity=0.3041666666666667, subjectivity=0.5125000000000001)"
577,@wawinereport,US,Seven Hills 2012 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),"This is all Cabernet coming from one of the state's top vineyards. The aromas offer notes of fresh tobacco, red fruit, dried herbs and an assortment of barrel spices. It's packed with plentiful dark cherry and cranberry flavors that show intensity, finesse and impressive length.",Seven Hills Vineyard,91,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Seven Hills,Cabernet Sauvignon,"Sentiment(polarity=0.2416666666666667, subjectivity=0.5)"
578,,US,McCall 2010 Reserve Corchaug Estate Pinot Noir (North Fork of Long Island),"A touch riper and richer than the Hillside, McCall's Reserve Pinot Noir offers fleshy, penetrating black-cherry flavor cooled by a vein of menthol and herbs. It's luscious and velvety on the palate yet totally poised, bolstered by brisk acidity and persistent but fine tannins. Drinks well already but should hold nicely through 2025.",Reserve Corchaug Estate,92,75.0,New York,North Fork of Long Island,Long Island,McCall,Pinot Noir,"Sentiment(polarity=0.2791666666666667, subjectivity=0.5625)"
579,@vossroger,France,Louis Max 2014 Les Rochelles  (Mercurey),"This wine is dense, ripe and full of rich apricot and peach flavors, with a line of crisp lemon and a background of toast. Full in the mouth, this generous wine will be ready to drink from 2017. It comes Louis Max domaine vineyards in and around Mercurey.",Les Rochelles,90,65.0,Burgundy,Mercurey,,Louis Max,Chardonnay,"Sentiment(polarity=0.305, subjectivity=0.5533333333333333)"
580,@vossroger,France,Domaine Jayer-Gilles 2006  Bourgogne Hautes Côtes de Beaune,"Textured wine, the crisp white fruits are tight against acidity and spice. It fills the mouth, broadening into a wine that becomes creamy, with wood and green plum skins giving structure. This is another example of how a lesser appellation can shine at the hands of a master vigneron.",,90,52.0,Burgundy,Bourgogne Hautes Côtes de Beaune,,Domaine Jayer-Gilles,Chardonnay,"Sentiment(polarity=-0.025714285714285717, subjectivity=0.30047619047619045)"
581,@paulgwine ,US,Poet's Leap 2009 Riesling (Columbia Valley (WA)),"With residual sugar at about 1.35%, this balances the acidity without seeming sweet. Hand-picked and whole-cluster pressed, this immaculate, fresh, generous and stylish Riesling is always at the top of the list of Washington's best. Loaded with grapefruit, citrus and stone flavors, it cleans the palate and piles on the details as it rolls into a finish that lingers for well over a full minute.",,95,20.0,Washington,Columbia Valley (WA),Columbia Valley,Poet's Leap,Riesling,"Sentiment(polarity=0.5, subjectivity=0.5833333333333334)"
582,,US,Bedarra 2009 Reserve Chardonnay (Dry Creek Valley),"With lots of sweet oak, this is a simple Chardonnay. It's marked by buttered toast, caramel, vanilla and pineapple jam flavors that will appeal to fans of this ripe California style.",Reserve,83,24.0,California,Dry Creek Valley,Sonoma,Bedarra,Chardonnay,"Sentiment(polarity=0.15, subjectivity=0.5357142857142857)"
583,@vossroger,France,Château Amour 2012  Médoc,This stalky wine shows wood aging as much as fruit. Toast and some bitter extraction are contrasted with tight black currant fruits. It will soften and turn into an approachable fruity wine.,,85,18.0,Bordeaux,Médoc,,Château Amour,Bordeaux-style Red Blend,"Sentiment(polarity=-0.06130952380952381, subjectivity=0.3547619047619047)"
584,@vossroger,France,Arthur Metz 2010 Brut Millesimé Sparkling (Crémant d'Alsace),"This rounded, yeasty wine features apple, bitter almond and some fruity acidity. It is full, rich and creamy-textured.",Brut Millesimé,86,,Alsace,Crémant d'Alsace,,Arthur Metz,Sparkling Blend,"Sentiment(polarity=0.20833333333333334, subjectivity=0.6)"
585,@JoeCz,New Zealand,Craggy Range 2010 Te Muna Road Vineyard Pinot Noir (Martinborough),"Craggy's Pinot style has been trending away from overt fruitiness and toward this sort of complex umamifest of meat, parsnip and mushroom, with just enough black cherry fruit to support all of these components. This 2010 has a firmly structured core surrounded by plush tannins and ample length on the finish. Drink now–2023.",Te Muna Road Vineyard,90,50.0,Martinborough,,,Craggy Range,Pinot Noir,"Sentiment(polarity=-0.16666666666666669, subjectivity=0.43333333333333335)"
586,@wineschach,Chile,Montes 2001 Alpha Syrah (Curicó Valley),"Solid and sturdy, and more big than small, this Syrah runs toward the red-fruit spectrum. But the nose offers dried fruit, herbs and clove, while there's more clove and fennel underneath the fruit on the palate. There's oak throughout, especially on the finish, but it's not overdone. And if many Syrah-based wines need time to settle, this one seems made for immediate drinking.",Alpha,87,20.0,Curicó Valley,,,Montes,Syrah,"Sentiment(polarity=0.12777777777777777, subjectivity=0.41111111111111115)"
587,@vossroger,France,L'Egrégoire 2004  Bordeaux,"This is overpowering, almost too much. The fruit is so rich it feels overextracted, superjuicy and then hit with tannins and new wood. For those who like superconcentrated wines, this will be a big hit, but not with food.",,86,60.0,Bordeaux,Bordeaux,,L'Egrégoire,Bordeaux-style Red Blend,"Sentiment(polarity=0.17784090909090908, subjectivity=0.37613636363636366)"
588,@vossroger,France,Domaine de la Croix Senaillet 2014 Sur la Carrière  (Saint-Véran),"This lively, crisp wine comes from a less than an acre of organically grown vines. It has big lemon and green-apple flavors as well as intense acidity that gives a juicy character. With its youthful freshness, it could do with a few more months to soften. Drink from 2017.",Sur la Carrière,90,43.0,Burgundy,Saint-Véran,,Domaine de la Croix Senaillet,Chardonnay,"Sentiment(polarity=0.09722222222222221, subjectivity=0.36388888888888893)"
589,,US,Talisman 2004 Wildcat Mountain Vineyard Pinot Noir (Carneros),"This is Steve MacRostie's vineyard, located in the far northwest of the appellation, practically in Sonoma Coast. Their '04 strikes me as a little heavy and obvious now, but that may be a function of its relative youth. The wine is dry and crisp, with jammy raspberry, cherry, cola and spice flavors. Could do interesting things in the next 3–5 years.",Wildcat Mountain Vineyard,87,40.0,California,Carneros,Napa-Sonoma,Talisman,Pinot Noir,"Sentiment(polarity=0.04398148148148148, subjectivity=0.4462962962962963)"
590,@mattkettmann,US,J. Lohr 2013 Flume Crossing Sauvignon Blanc (Arroyo Seco),"This very approachable and likable wine puts the typical dried-grass aromas atop stone fruit scents. The palate is very herb-tinged, with parsley, thyme and rosemary finding a nice symbiosis with the riper nectarine and melon flesh.",Flume Crossing,90,14.0,California,Arroyo Seco,Central Coast,J. Lohr,Sauvignon Blanc,"Sentiment(polarity=0.2666666666666667, subjectivity=0.52)"
591,@wineschach,Spain,Gran Rigau NV Brut Rosat Sparkling (Cava),"Quite sweet on the nose, with cherry-cola, berry jam and other sweet berry fruit flavors. There's not a whole lot of dryness to this red-colored, red-riding Cava. But it's just balanced enough if you're looking for bold berry flavors and a splash of acidity.",Brut Rosat,85,17.0,Catalonia,Cava,,Gran Rigau,Sparkling Blend,"Sentiment(polarity=0.13472222222222222, subjectivity=0.5402777777777777)"
592,@wawinereport,US,Avennia 2013 Justine Red (Columbia Valley (WA)),"This wine is a blend of Grenache (47%), Mourvèdre (38%) and Syrah. It's loaded with aromas and flavors of black raspberry, herbs, potpourri, peppery spices and kirsch. The plump red and black-fruit flavors show an exquisite balance of richness and restraint that carries through the long finish.",Justine,91,40.0,Washington,Columbia Valley (WA),Columbia Valley,Avennia,Rhône-style Red Blend,"Sentiment(polarity=0.13666666666666666, subjectivity=0.4666666666666667)"
593,@gordone_cellars,US,Dark Horse NV Big Red (California),"Superripe black cherry and dried plum aromas, generous and rich fruit flavors and a smooth texture make this appealing all the way through. Made from Tempranillo and four other varieties, it's boldly flavored but not especially full-bodied, and feels just grippy enough on the palate to go well with burgers and ribs.",Big,87,10.0,California,California,California Other,Dark Horse,Red Blend,"Sentiment(polarity=0.12685185185185185, subjectivity=0.5138888888888888)"
